唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Hotel_A15010000H_000063,Hotel,Zh_tw,杉林溪主題會館,"主題會館以經濟溫馨的明亮設計為主，設有 227 間客房，擁有健身設備、KTV等休閒設施。

餐廳提供山珍野味的團體合菜、宴席、散客套餐客飯及素食，豐富美味的佳餚，不論是團體或個人，都會是最經濟實惠的聚餐好選擇。",(049)2611211,,南投縣,竹山鎮,大鞍里溪山路6號,A15010000H,交通部觀光署,2025/3/5 上午 07:59:00
Hotel_A15010000H_000064,Hotel,Zh_tw,摩天海灣商旅,"＊漫遊港灣都會，尋找屬於你我的幸福覓境～
＝繽紛高雄，享樂高雄＝
來到高雄市，繁華的熱鬧都會，多處高樓大廈及藝術氣息的散發，更於捷運交通運輸通車後，紅與橘雙線更將多處的熱門景點作串聯，充滿多元化的旅遊型態，更成功打造，兼具人文教育的藝文結合。",(07)5366227,,高雄市,前鎮區,新光路21號21樓之7至12,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000066,Hotel,Zh_tw,朋來觀海民宿,位於澎湖縣的民宿,0905969672,,澎湖縣,白沙鄉,講美村講美41之5號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000071,Hotel,Zh_tw,安德飯店,位於臺東縣的旅館,(089)672520,,臺東縣,綠島鄉,南寮村漁港路6之1號1-2樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000072,Hotel,Zh_tw,瀧德銀旅店,"屏東縣府合法民宿字編號：0565號

本店 興建2014年 於恆春市區
供10位內住宿，民宿週邊3-4室外車位，先到先停。無車位、請停靠 附近公有停車場路邊停車。

本店優點
7-11 （走路2分）
全聯賣場 85度咖啡店 （走路5分）
麥當勞 星巴克 恆春老街 古城門 皆可步行10分內抵達。
鄰近「恒春夜市」300公尺。
晚餐 宵夜 美食區 於中正路及中山路老街。

提供 租借機車電動車，及包車、共乘 服務 本店於恒春鎮內

一一一一一一一一一一一一一一
民宿守則
確保房客 能享舒適睡眠 品質
請花一點時間 細閱旅店守則。

1、
禁吸食 管制品 經發現報警。
抽 香煙、雪茄、電子煙 移至旅店外，勿在館內使用菸品。

2、
禁止架設任何非法博弈詐騙任機台 。

3、
破壞房內物品，以新物品 現價賠償，重大情節 賠償營業損失（20萬）

4、
如房客 酒醉 或 激進、粗魯、辱罵、威脅 等行為 危害 任何人。報警 請離 滋擾人一方，不退費，參照第3。

5、
非寵物旅店 恕不入住 寵物 ，導盲犬除外。

6、
停放車輛位置，請妥善保管物品，車輛若有損失，民宿概不負責。

7、
本店為 環保旅店 續住房 未每日清掃服務 因應政府提倡環保，將遞減備品及礦泉水的提供。

8、
非本店消費房客 23點前 請離開旅店。

9、
最終解釋權于本店。

請善待旅店，把旅店當家
您就是旅店的家人之一。
感謝入住，萬分感謝❤️❤️",(08)8880201,,屏東縣,恆春鎮,中正路232巷15弄2號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000073,Hotel,Zh_tw,紙飛機青年旅館,位於高雄市的旅館,0968500985,,高雄市,三民區,博愛一路287號10樓,A15010000H,交通部觀光署,2025/3/11 下午 02:05:33
Hotel_A15010000H_000076,Hotel,Zh_tw,阿里巴巴運動休閒民宿,位於花蓮縣的民宿,(03)8339715,,花蓮縣,花蓮市,主農里中順街132號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000077,Hotel,Zh_tw,悠趣旅店,位於臺北市的旅館,(02)27752277,,臺北市,松山區,長安東路2段219號12樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000078,Hotel,Zh_tw,新家大飯店,位於臺中市的旅館,(04)22262125,,臺中市,中區,光復路45號1至5樓,A15010000H,交通部觀光署,2025/3/3 下午 01:51:18
Hotel_A15010000H_000080,Hotel,Zh_tw,立群花園民宿,位於花蓮縣的民宿,(03)8422200,,花蓮縣,吉安鄉,仁安村南海四街47號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000084,Hotel,Zh_tw,凱悅會館,位於屏東縣的民宿,(08)8881426,,屏東縣,恆春鎮,恆南路11巷2弄11號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000086,Hotel,Zh_tw,文悅旅棧,位於臺南市的旅館,(06)2225655,,臺南市,中西區,赤崁里忠義路2段132號1-6樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000091,Hotel,Zh_tw,簡單生活商務旅館,位於高雄市的旅館,(07)2166868,,高雄市,前金區,中華三路189號2至7樓,A15010000H,交通部觀光署,2025/3/11 下午 02:37:43
Hotel_A15010000H_000092,Hotel,Zh_tw,拾光悠宿民宿,位於花蓮縣的民宿,0953613851,,花蓮縣,玉里鎮,民族街28-3號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000094,Hotel,Zh_tw,樂活民宿,"LOHAS 是現代人一種努力追求綠
色環保、有機飲食、身心靈成長的生活
方式，「樂活民宿」以此生活概念和意
象成立，希望讓旅行者體驗到台東無汙
染、淨化身心靈的樂活之旅。民宿秉持
樂活精神「愛自己、愛家人、愛地球」
推廣樂活美學，更以三安原則「安全、安康、安心」接待您！
",(089)233203,,臺東縣,臺東市,岩灣里文昌路61號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000097,Hotel,Zh_tw,緣道舍民宿,位於宜蘭縣的民宿,(03)9617911,,宜蘭縣,冬山鄉,柯林村境安二路156號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000099,Hotel,Zh_tw,何留民宿,位於花蓮縣的民宿,0910816582,,花蓮縣,鳳林鎮,榮開路88號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000101,Hotel,Zh_tw,倆呆民宿,自製特色早餐、花茶、季節限定菜單,(03)8656858,,花蓮縣,壽豐鄉,豐山村和平街21號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000108,Hotel,Zh_tw,昭月民宿,"台中東勢昭月民宿位於純樸的山中，您有多久沒有親近大自然了呢?
歡迎來到這鳥語花香，寧靜森林的大自然中~享受~再享受!!
1.我們是中縣民宿第44號合法民宿
2.有投保公共責任意外險最高1000萬
3.我們將帶給您有機健康`慢活生活的舒適體驗
4.螢火蟲季專人生態導覽(導覽時間於最新消息另行公告)
5.有寬廣草地庭園可供遊憩(櫻花季.梅花季...)
6.餐廳供應(1)早餐(早餐若需素食請先告知)(2)宿客晚餐(請先預約)
7.本民宿專業精緻以日式風格為主深受好評
8.讓您感受我們昭月滿滿的心意~~~無價
",(04)25855997,,臺中市,東勢區,慶福里慶福街39號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000109,Hotel,Zh_tw,沐光旅店(民宿),位於屏東縣的民宿,0927464892,,屏東縣,恆春鎮,砂尾路16-60號,A15010000H,交通部觀光署,2025/3/17 上午 08:22:49
Hotel_A15010000H_000110,Hotel,Zh_tw,海浪花客棧,位於連江縣的民宿,(0836)22568,,連江縣,南竿鄉,仁愛村64號,A15010000H,交通部觀光署,2025/3/6 下午 04:51:42
Hotel_A15010000H_000111,Hotel,Zh_tw,清福村民宿,位於南投縣的民宿,(049)2724677,,南投縣,國姓鄉,柑林村昌榮巷97之2號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000115,Hotel,Zh_tw,雅馥行旅,位於臺中市的旅館,(04)22968600,,臺中市,北屯區,大連路一段278號地下一層，278，278之1，之2，之3，之4 ，之5，之6,A15010000H,交通部觀光署,2025/3/3 下午 01:58:08
Hotel_A15010000H_000118,Hotel,Zh_tw,默默旅宿,位於臺中市的民宿,0980168517,,臺中市,后里區,安眉路116巷105號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000121,Hotel,Zh_tw,清境家園景觀山莊(特色民宿),位於南投縣的民宿,(049)2803293,,南投縣,仁愛鄉,大同村仁和路206-2號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000122,Hotel,Zh_tw,微笑橘子民宿,位於宜蘭縣的民宿,(03)9601746,,宜蘭縣,冬山鄉,群英村珍珠一路73號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000126,Hotel,Zh_tw,南科贊美酒店,"善化，位於大台南地理中心，亦為【台南科學園區】的所在地。
南科贊美酒店恰好座落於市中心，距離善化火車站3分鐘、國道三號5分鐘、國道一號也只要10分鐘，鄰近交通路網四通八達!

南科贊美酒店二館由著名建築師－黃建鈞融合蒙德里安的色塊藝術，及西藏風馬旗的祈福色彩打造而成。酒店園區占地逾萬坪，遠遠就可望見具有鮮明色彩的特色建築外觀，坐擁嘉南平原絕佳之田園景觀，腹地十分廣闊。館內設施及餐飲選擇豐富，包括阿嬤の菜園-無毒親子農園、虹橋港式飲茶、漆彈場、戶外游泳池、池畔酒吧等，另設有百坪宴會廳、玻璃打造的夢幻珍愛教堂及落羽松環繞的心之湖，提供貴賓舉行婚宴或戶外證婚，許下一生僅一次的浪漫誓約。
  
南科贊美酒店鄰近亦有包含善化老街、新化老街、牛墟、山上花園水道博物館、南瀛天文台、蘭科植物園、烏山頭水庫、大內彩繪村、胡厝寮彩繪村等景點，不同於鬧區的喧囂，非常適合團體及家庭旅客來一趟深度旅遊，體驗台南的慢活輕旅行。
",(06)5838383,,臺南市,善化區,成功路252號,A15010000H,交通部觀光署,2025/3/17 下午 02:15:12
Hotel_A15010000H_000127,Hotel,Zh_tw,塔羅之昕民宿,位於臺東縣的民宿,0938253698,,臺東縣,臺東市,中正路173號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000128,Hotel,Zh_tw,喬爵旅居,位於桃園市的旅館,(03)4622345,,桃園市,中壢區,延平路216號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000131,Hotel,Zh_tw,月光莊園民宿,位於臺東縣的民宿,0980439179,,臺東縣,臺東市,南王里20鄰更生北路731巷126號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000132,Hotel,Zh_tw,怡和飯店,位於桃園市的旅館,(03)3555999,,桃園市,桃園區,民富九街96號1-7樓,A15010000H,交通部觀光署,2025/3/10 上午 11:28:04
Hotel_A15010000H_000133,Hotel,Zh_tw,萬金龍民宿,位於新北市的民宿,(02)24986166,,新北市,萬里區,萬里加投45之6號,A15010000H,交通部觀光署,2025/2/24 下午 05:48:10
Hotel_A15010000H_000134,Hotel,Zh_tw,杉林溪大飯店,"杉林溪森林遊樂園區位於南投縣，行政區域屬竹山鎮，溪頭往阿里山之中途站，跨鹿谷竹山兩鄉鎮山區，全長17公里，屬省公路第151號公路延長，聯外道路是經二高下竹山交流道，經鹿谷溪頭再往上到達本園區，海拔介於1600公尺至1800公尺之間。

杉林溪大飯店融合現代與新古典主義的精緻優雅建築風格，設有129間客房及2間VIP貴賓房，舒適溫馨的套房，浪漫柔美的燈光，窗外映著盈盈翠綠山色。",(049)2611211,,南投縣,竹山鎮,大鞍里溪山路20號,A15010000H,交通部觀光署,2025/3/5 上午 07:59:17
Hotel_A15010000H_000137,Hotel,Zh_tw,美堤時尚旅店,位於桃園市的旅館,(03)4282929,,桃園市,中壢區,健行路7號、9號,A15010000H,交通部觀光署,2025/3/13 下午 04:42:21
Hotel_A15010000H_000138,Hotel,Zh_tw,植光花園酒店,位於臺中市的旅館,(04)22230880,,臺中市,中區,光復路50、52號2~6樓,A15010000H,交通部觀光署,2025/3/3 下午 01:54:28
Hotel_A15010000H_000139,Hotel,Zh_tw,東港小鎮旅遊民宿,位於屏東縣的民宿,(08)8333557,,屏東縣,東港鎮,長春一路5號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000140,Hotel,Zh_tw,純舍民宿,"純舍渡假民宿座落在好山好水的花蓮,提供純淨與舒適的居住品質,且能享受花蓮大自然的純美景色,讓旅客們都能放鬆心情,好好享受與渡假,同時我們提供的服務與環境,有像家一樣的溫馨感喔~

純舍渡假民宿緊鄰花蓮市,約5分鐘車程可到達東大門夜市(六期重劃區)及熱鬧花蓮市中心.

同時提供您包車旅遊的套裝行程,讓您來花蓮能夠輕鬆的遊玩.嚴選優良觀光車隊,司機兼導遊帶您遊山玩水,好吃好玩都帶給您知道,讓您物超所值,提供給朋友們既豐富且知性的花蓮之旅!
",0975890512,,花蓮縣,吉安鄉,東昌村22鄰東海十五街80巷19弄48號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000147,Hotel,Zh_tw,星光流域,位於新竹縣的民宿,(03)5849433,,新竹縣,橫山鄉,內灣村146號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000148,Hotel,Zh_tw,湖漾１８９,位於宜蘭縣的民宿,0958059569,,宜蘭縣,冬山鄉,梅湖路189號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000154,Hotel,Zh_tw,優遊真綻民宿,"優遊真綻民宿附近:
◎羅東觀光夜市:
最友善的夜市~羅東觀光夜市，越夜越美麗，您到優遊真綻就是要來開懷品嚐最有人情味的道地小吃美食，真正輕鬆喔!
◎羅東林業文化園區:
有城市裡的秘密花園~羅東林業文化園區佔地約16公頃，蛻變的森林賦予林業新生命，來趟生態之旅吧!到園區大約十分鐘啦!
◎羅東運動公園:
如詩如畫的景觀建設，綠草如茵及綠森林般的大樹，您可以席地而坐乘涼或仰望蔚藍天空，朵朵白雲跟您揮手，來個與眾不同的體驗吧!可讓您徹底放鬆~前往十五分鐘呦!
◎冬山河親水公園:
以人與水的自然倫理訴求，充滿蘭陽本土色彩結合大自然造景，每年端午節龍舟賽及國際名校划船邀請賽還有國際童玩節都在冬山河親水公園舉行，值得您的造訪，車程約5分鐘。
◎國立傳統藝術中心:
傳統意味著歷史傳承，藝術是人類對生活感觸加以創造兼具美感的產物，您來趟國立傳統藝術中心一定收穫比想像更多，車程差不多十分鐘。
◎梅花湖風景區:
您想要放空嗎?就來梅花湖風景區悠閒騎著腳踏車，享受依山傍水湖面風光，美不勝收的湖畔風光絕對讓您留下美好的記憶，梅花湖山麓上是道教總廟三清宮，與清靜脫俗的自然景觀相互輝映，蔚為人間仙境，車程大約二十分鐘。
◎武荖坑風景區:
特有的山水綺麗風光，水質清澈透明，享有蘭陽第一林泉的美稱~武荖坑，您也可以與它更近距離接觸，開車約二十分鐘抵達。
◎羅東文化工場:
羅東文化工場是由黃聲遠建築師規劃設計，也許您錯過了2012金馬獎頒獎典禮在羅東文化工場，這次您別錯過了，可前往建築風格十分前衛大膽，氣勢磅礡仿若太空飛船，眺望羅東全景.
每年3月至11月是龜山島開放登島時間,來一趟龜山島賞鯨及龜山八景及難得的龜山島登島之旅,別在等待了就是現在,說走就走,來吧----龜山島等您---------.

",0912590689,,宜蘭縣,羅東鎮,新群里新群五路58號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000155,Hotel,Zh_tw,瑪拉松民宿,位於臺東縣的民宿,0988327269,,臺東縣,臺東市,知本路三段398巷27號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000157,Hotel,Zh_tw,Jophina旅店,位於屏東縣的民宿,0909978317,,屏東縣,東港鎮,興中南六街3號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000160,Hotel,Zh_tw,東方大旅社,位於高雄市的旅館,(07)6932047,,高雄市,湖內區,湖內里民生街26號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000164,Hotel,Zh_tw,真欣渡假飯店,位於宜蘭縣的旅館,(03)9600899,,宜蘭縣,五結鄉,協和里公園路98巷17、19號,A15010000H,交通部觀光署,2025/3/10 下午 03:37:53
Hotel_A15010000H_000165,Hotel,Zh_tw,艾蜜麗庭園別墅,位於臺東縣的民宿,(089)357643,,臺東縣,臺東市,志航路1段412巷30號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000166,Hotel,Zh_tw,愛和華落羽香榭民宿,位於花蓮縣的民宿,0911126049,,花蓮縣,壽豐鄉,志學村忠孝143號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000167,Hotel,Zh_tw,金毛屋,"臺南市合法民宿 - 毛屋
一座橋，兩個世界。座落在安平海邊的漁光小島。
另一個在台南不同的居住感受，享受悠閒的慢活時光。",(06)3912113,,臺南市,安平區,漁光路119巷1號,A15010000H,交通部觀光署,2025/2/26 下午 02:22:39
Hotel_A15010000H_000168,Hotel,Zh_tw,美儷閣汽車旅館,位於嘉義縣的旅館　三星級,(05)3628099,,嘉義縣,朴子市,祥和三路西段1號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000169,Hotel,Zh_tw,靈感民宿,位於宜蘭縣的民宿,0919350197,,宜蘭縣,羅東鎮,羅莊北街29號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000170,Hotel,Zh_tw,東金民宿,位於臺東縣的民宿,(089)772009,,臺東縣,太麻里鄉,金崙村金崙54號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_000171,Hotel,Zh_tw,老爺大酒店,"台北老爺大酒店，1984年成立，委由大倉日航酒店管理集團(Okura Nikko Hotel Management Co., Ltd.)經營管理，為台灣第一家國際日航連鎖飯店(Nikko Hotels International)。酒店由日本頂尖設計公司「久米設計」全新打造，以穩重純淨的白色基調，呈現出獨特的後現代歐風，強調現代、摩登、明亮採光的穿透性空間感，隱約透露東方圖騰的韻味，令人為之驚艷。

酒店設有三間主題餐廳：Le Café咖啡廳、中山日本料理廳、明宮中餐廳以及烘焙坊、Royal VIP Lounge、2間會議室及休閒設施等，可滿足客人不同之需求。

這座十二層建築物位於台北市中山北路的商業中心區，45分鐘車程可至桃園國際機場、15分鐘車程可至松山國際機場、步行3分鐘可至捷運中山站 。酒店客房總數202間，新穎的客房設施，兼顧商務與休閒需求，並強調其安全性，讓每位旅客感受舒適安心。

榮獲交通部觀光局星級旅館評鑑，中華民國觀光旅館最高評等「五星級觀光飯店」榮耀，肯定台北老爺大酒店細膩的服務與新穎的硬體設施，讓在國際上榮獲極高評價之台北老爺大酒店持續受到全球的矚目與青睞。",(02)25423266,,臺北市,中山區,中山北路2段37之1號,A15010000H,交通部觀光署,2025/3/25 下午 04:29:03
